Anho,1P,T,Asistencia,Cod.Car.Sec,Cant.Materias,Recursante,Cant. C1,CGF,CIV,IND,MEC,ELE,MCT,ECA,Abandono
2018,16,4,1,IND-PLS13 ,3,0,1,0,0,1,0,0,0,0,1
2019,11,2,1,IND-PLS13 ,5,0,1,0,0,1,0,0,0,0,1
2019,7,2,1,CGF-PLS13 ,7,0,1,1,0,0,0,0,0,0,1
2021,9,6,1,ELE-PLS13 ,8,1,1,0,0,0,0,1,0,0,1
2017,20,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,22,5,1,MCT-PLS13 ,6,1,1,0,0,0,0,0,1,0,0
2017,15,5,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2021,0,6,1,CIV-PLS13 ,4,0,3,0,1,0,0,0,0,0,0
2022,18,5,1,CIV-PLS13 ,6,1,3,0,1,0,0,0,0,0,0
2016,17,6,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2017,14,0,0,CIV-PLS13 ,2,1,1,0,1,0,0,0,0,0,0
2018,17,4,1,CIV-PLS13 ,5,0,3,0,1,0,0,0,0,0,0
2019,19,6,1,CIV-PLS13 ,3,1,3,0,1,0,0,0,0,0,0
2016,15,8,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,12,2,1,MCT-PLS13 ,5,1,2,0,0,0,0,0,1,0,0
2019,11,0,1,MCT-PLS13 ,4,1,2,0,0,0,0,0,1,0,0
2022,21,4,1,MEC-PLS13 ,6,1,1,0,0,0,1,0,0,0,0
2019,17,4,1,ELE-PLS13 ,5,1,2,0,0,0,0,1,0,0,1
2019,0,0,1,ELE-PLS13 ,5,1,2,0,0,0,0,1,0,0,1
2021,0,0,1,ELE-PLS13 ,5,0,2,0,0,0,0,1,0,0,1
2018,17,5,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2022,10,0,1,CIV-PLS13 ,6,0,4,0,1,0,0,0,0,0,1
2021,8,9,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2016,8,3,0,MEC-PLS13 ,4,0,2,0,0,0,1,0,0,0,1
2016,24,10,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,13,7,1,ELE-PLS13 ,5,0,2,0,0,0,0,1,0,0,0
2017,21,10,1,ECA-PLS13 ,5,1,1,0,0,0,0,0,0,1,0
2017,23,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,14,6,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2017,22,2,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2019,15,8,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2021,2,2,1,CIV-PLS13 ,7,0,4,0,1,0,0,0,0,0,1
2021,12,3,1,CIV-PLS13 ,8,0,4,0,1,0,0,0,0,0,1
2022,0,5,1,CIV-PLS13 ,8,1,4,0,1,0,0,0,0,0,1
2021,7,2,1,CIV-PLS13 ,6,0,1,0,1,0,0,0,0,0,1
2022,15,3,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,1
2021,12,5,1,MCT-PLS13 ,5,1,3,0,0,0,0,0,1,0,0
2016,12,10,1,MCT-PLS13 ,4,1,1,0,0,0,0,0,1,0,0
2017,18,10,0,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2018,22,5,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2022,13,6,1,MCT-PLS13 ,4,1,2,0,0,0,0,0,1,0,0
2016,15,7,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2018,24,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,12,6,0,ELE-PLS13 ,5,0,1,0,0,0,0,1,0,0,0
2017,20,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,0,0,1,ECA-PLS09 ,3,0,1,0,0,0,0,0,0,1,1
2021,0,0,1,ECA-PLS13 ,6,0,1,0,0,0,0,0,0,1,1
2017,13,6,1,ELE-PLS13 ,5,1,2,0,0,0,0,1,0,0,0
2018,18,2,1,ELE-PLS13 ,5,1,2,0,0,0,0,1,0,0,0
2016,10,0,0,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,1
2017,0,2,0,ELE-PLS13 ,4,0,1,0,0,0,0,1,0,0,1
2018,21,0,1,ELE-PLS13 ,4,0,1,0,0,0,0,1,0,0,1
2019,9,2,1,ELE-PLS13 ,4,0,1,0,0,0,0,1,0,0,1
2019,0,0,0,ELE-PLS13 ,4,0,1,0,0,0,0,1,0,0,1
2017,17,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,7,2,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2021,0,2,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2022,15,4,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2019,12,8,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2018,20,4,1,ELE-PLS13 ,5,1,2,0,0,0,0,1,0,0,0
2019,0,0,1,ELE-PLS13 ,5,1,2,0,0,0,0,1,0,0,0
2019,12,9,1,ELE-PLS13 ,5,1,2,0,0,0,0,1,0,0,0
2021,0,0,1,CGF-PLS13 ,7,0,4,1,0,0,0,0,0,0,1
2022,1,0,1,CGF-PLS13 ,8,0,4,1,0,0,0,0,0,0,1
2019,0,0,1,CIV-PLS13 ,6,0,4,0,1,0,0,0,0,0,1
2021,0,3,1,CIV-PLS13 ,4,1,4,0,1,0,0,0,0,0,1
2021,0,3,1,CIV-PLS13 ,4,0,4,0,1,0,0,0,0,0,1
2022,0,0,1,CIV-PLS13 ,4,0,4,0,1,0,0,0,0,0,1
2021,6,2,1,CIV-PLS13 ,7,1,2,0,1,0,0,0,0,0,0
2021,4,2,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2022,11,4,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2016,8,4,1,CGF-PLS13 ,6,1,1,1,0,0,0,0,0,0,0
2019,7,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,24,7,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2021,22,10,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,24,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,5,4,1,ELE-PLS13 ,4,0,2,0,0,0,0,1,0,0,0
2022,9,5,1,MCT-PLS13 ,6,1,2,0,0,0,0,0,1,0,0
2021,6,0,1,ELE-PLS13 ,8,0,2,0,0,0,0,1,0,0,1
2022,11,2,1,ELE-PLS13 ,7,0,2,0,0,0,0,1,0,0,1
2021,5,0,1,ELE-PLS13 ,6,0,6,0,0,0,0,1,0,0,1
2022,0,0,1,ELE-PLS13 ,5,0,6,0,0,0,0,1,0,0,1
2021,10,4,1,ELE-PLS13 ,5,0,1,0,0,0,0,1,0,0,1
2022,19,7,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,1
2019,18,6,1,IND-PLS13 ,5,1,2,0,0,1,0,0,0,0,0
2021,14,10,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2022,13,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,16,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,18,5,1,MCT-PLS13 ,3,1,2,0,0,0,0,0,1,0,0
2021,18,3,1,MCT-PLS13 ,6,1,1,0,0,0,0,0,1,0,0
2022,12,3,1,MCT-PLS13 ,6,1,1,0,0,0,0,0,1,0,0
2021,6,4,1,MCT-PLS13 ,5,0,1,0,0,0,0,0,1,0,0
2021,14,4,1,MCT-PLS13 ,4,0,1,0,0,0,0,0,1,0,0
2022,14,5,1,MCT-PLS13 ,4,1,1,0,0,0,0,0,1,0,0
2019,0,0,0,ELE-PLS13 ,7,0,6,0,0,0,0,1,0,0,1
2021,0,0,1,ELE-PLS13 ,4,0,6,0,0,0,0,1,0,0,1
2021,0,0,1,ELE-PLS13 ,4,0,6,0,0,0,0,1,0,0,1
2022,0,0,1,ELE-PLS13 ,4,0,6,0,0,0,0,1,0,0,1
2016,10,3,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2017,20,3,0,IND-PLS13 ,3,1,1,0,0,1,0,0,0,0,0
2019,6,8,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2021,2,3,1,CIV-PLS13 ,4,0,1,0,1,0,0,0,0,0,0
2022,12,4,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2022,0,0,1,CIV-PLS13 ,8,0,1,0,1,0,0,0,0,0,1
2018,23,4,1,ELE-PLS13 ,5,1,2,0,0,0,0,1,0,0,0
2019,18,0,1,ELE-PLS13 ,3,1,2,0,0,0,0,1,0,0,0
2019,9,3,1,IND-PLS13 ,6,0,4,0,0,1,0,0,0,0,0
2019,9,7,1,IND-PLS13 ,5,0,4,0,0,1,0,0,0,0,0
2016,8,7,1,ELE-PLS13 ,3,0,1,0,0,0,0,1,0,0,1
2017,17,2,1,ELE-PLS13 ,3,0,1,0,0,0,0,1,0,0,1
2019,20,4,1,ECA-PLS13 ,5,1,1,0,0,0,0,0,0,1,1
2019,0,0,1,ECA-PLS13 ,6,1,1,0,0,0,0,0,0,1,1
2019,19,6,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2021,9,9,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2021,0,9,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2019,16,4,1,CIV-PLS13 ,7,1,2,0,1,0,0,0,0,0,0
2019,7,0,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2016,6,8,1,ELE-PLS13 ,4,0,1,0,0,0,0,1,0,0,0
2017,17,7,1,ELE-PLS13 ,3,1,1,0,0,0,0,1,0,0,0
2021,18,5,1,CIV-PLS13 ,5,1,3,0,1,0,0,0,0,0,0
2016,10,4,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2019,18,8,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2017,16,4,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,14,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2022,13,2,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2021,12,4,1,IND-PLS13 ,4,1,1,0,0,1,0,0,0,0,0
2022,0,0,1,CIV-PLS13 ,5,0,2,0,1,0,0,0,0,0,1
2019,21,6,1,CIV-PLS13 ,7,1,2,0,1,0,0,0,0,0,0
2019,0,0,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2018,13,2,1,ELE-PLS13 ,5,0,2,0,0,0,0,1,0,0,0
2019,19,6,1,ELE-PLS13 ,4,1,2,0,0,0,0,1,0,0,0
2018,20,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,24,6,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,1,0,1,CIV-PLS13 ,8,0,3,0,1,0,0,0,0,0,1
2019,15,7,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2018,23,5,1,CIV-PLS13 ,4,1,2,0,1,0,0,0,0,0,0
2017,21,10,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,13,9,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2016,7,3,1,ELE-PLS13 ,5,0,1,0,0,0,0,1,0,0,0
2017,14,5,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2016,7,2,0,IND-PLS13 ,5,0,1,0,0,1,0,0,0,0,1
2017,16,0,0,IND-PLS13 ,5,0,1,0,0,1,0,0,0,0,1
2018,12,0,0,IND-PLS13 ,5,0,1,0,0,1,0,0,0,0,1
2022,4,2,1,ELE-PLS13 ,5,0,2,0,0,0,0,1,0,0,0
2018,21,6,1,ECA-PLS13 ,5,1,1,0,0,0,0,0,0,1,0
2018,20,4,1,MCT-PLS13 ,5,0,1,0,0,0,0,0,1,0,0
2019,20,9,1,MCT-PLS13 ,3,1,1,0,0,0,0,0,1,0,0
2017,18,6,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2021,16,2,1,CIV-PLS13 ,7,0,5,0,1,0,0,0,0,0,0
2022,12,5,1,CIV-PLS13 ,4,1,5,0,1,0,0,0,0,0,0
2021,22,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2022,11,4,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2019,18,8,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2021,12,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,9,2,0,IND-PLS13 ,4,0,2,0,0,1,0,0,0,0,1
2018,11,4,0,IND-PLS13 ,5,0,2,0,0,1,0,0,0,0,1
2019,16,3,1,IND-PLS13 ,5,1,2,0,0,1,0,0,0,0,1
2019,2,0,0,IND-PLS13 ,5,1,2,0,0,1,0,0,0,0,1
2019,10,4,1,MCT-PLS13 ,6,1,2,0,0,0,0,0,1,0,0
2019,14,0,1,MCT-PLS13 ,4,1,2,0,0,0,0,0,1,0,0
2018,10,0,0,ELE-PLS13 ,4,0,8,0,0,0,0,1,0,0,1
2019,20,10,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2018,18,4,1,ELE-PLS13 ,4,1,2,0,0,0,0,1,0,0,0
2016,12,6,1,ECA-PLS13 ,5,1,1,0,0,0,0,0,0,1,0
2016,13,0,0,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2017,0,0,0,CIV-PLS13 ,5,0,2,0,1,0,0,0,0,0,1
2018,20,4,1,CIV-PLS13 ,5,0,2,0,1,0,0,0,0,0,1
2019,10,2,1,CIV-PLS13 ,4,0,2,0,1,0,0,0,0,0,1
2019,0,2,0,CIV-PLS13 ,4,0,2,0,1,0,0,0,0,0,1
2021,11,5,1,CIV-PLS13 ,5,1,3,0,1,0,0,0,0,0,0
2017,24,7,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,17,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,17,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,0,2,1,ELE-PLS13 ,3,0,3,0,0,0,0,1,0,0,1
2019,5,3,1,ELE-PLS13 ,3,0,3,0,0,0,0,1,0,0,1
2019,3,0,1,ELE-PLS13 ,4,0,3,0,0,0,0,1,0,0,1
2022,14,5,1,MEC-PLS13 ,5,1,2,0,0,0,1,0,0,0,0
2019,21,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,0,5,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2018,13,3,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,16,0,1,ELE-PLS13 ,3,1,1,0,0,0,0,1,0,0,0
2021,11,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,13,3,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2018,14,4,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,7,4,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2019,0,0,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2019,13,2,1,CIV-PLS13 ,7,0,1,0,1,0,0,0,0,0,0
2022,12,4,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2017,21,3,1,ELE-PLS13 ,4,0,1,0,0,0,0,1,0,0,0
2018,18,2,1,ELE-PLS13 ,4,0,1,0,0,0,0,1,0,0,0
2019,12,6,1,ELE-PLS13 ,3,1,1,0,0,0,0,1,0,0,0
2019,0,0,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2018,15,3,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,11,5,1,CIV-PLS13 ,4,1,2,0,1,0,0,0,0,0,0
2021,12,5,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2022,9,6,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2016,8,2,1,ELE-PLS13 ,5,0,9,0,0,0,0,1,0,0,1
2022,13,2,1,CIV-PLS13 ,6,0,2,0,1,0,0,0,0,0,1
2019,16,3,1,ELE-PLS13 ,5,1,3,0,0,0,0,1,0,0,1
2019,5,0,1,ELE-PLS13 ,5,1,3,0,0,0,0,1,0,0,1
2021,10,0,1,ELE-PLS13 ,5,0,3,0,0,0,0,1,0,0,1
2021,20,7,1,ELE-PLS13 ,4,1,3,0,0,0,0,1,0,0,1
2021,12,5,1,CIV-PLS13 ,5,0,2,0,1,0,0,0,0,0,0
2021,16,5,1,CIV-PLS13 ,6,0,2,0,1,0,0,0,0,0,0
2022,15,7,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2018,22,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,7,0,0,ELE-PLS09 ,5,0,1,0,0,0,0,1,0,0,1
2017,15,2,0,MCT-PLS13 ,3,0,1,0,0,0,0,0,1,0,1
2019,0,0,0,MCT-PLS13 ,5,0,1,0,0,0,0,0,1,0,1
2022,8,0,1,CGF-PLS13 ,7,0,1,1,0,0,0,0,0,0,1
2021,9,3,1,CIV-PLS13 ,8,0,5,0,1,0,0,0,0,0,1
2022,11,3,1,CIV-PLS13 ,6,0,5,0,1,0,0,0,0,0,1
2019,23,6,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,7,4,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2017,19,3,0,MCT-PLS13 ,5,0,2,0,0,0,0,0,1,0,0
2018,20,7,1,MCT-PLS13 ,3,1,2,0,0,0,0,0,1,0,0
2019,12,6,1,CIV-PLS13 ,3,1,2,0,1,0,0,0,0,0,0
2017,16,2,0,ELE-PLS13 ,5,0,6,0,0,0,0,1,0,0,0
2021,7,2,1,ELE-PLS13 ,6,0,6,0,0,0,0,1,0,0,0
2022,12,2,1,ELE-PLS13 ,7,0,6,0,0,0,0,1,0,0,0
2022,16,2,1,ELE-PLS13 ,3,0,7,0,0,0,0,1,0,0,0
2016,24,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,19,3,1,ELE-PLS13 ,5,0,1,0,0,0,0,1,0,0,0
2018,23,4,1,CGF-PLS13 ,4,1,1,1,0,0,0,0,0,0,0
2018,23,5,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,22,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,0,0,0,ECA-PLS13 ,3,1,1,0,0,0,0,0,0,1,0
2016,20,8,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2021,9,8,1,ELE-PLS13 ,4,0,1,0,0,0,0,1,0,0,0
2021,4,8,1,ELE-PLS13 ,5,0,1,0,0,0,0,1,0,0,0
2022,12,2,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,15,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,15,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,20,8,0,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2018,9,5,1,ELE-PLS13 ,4,0,2,0,0,0,0,1,0,0,0
2019,15,9,1,ELE-PLS13 ,4,1,2,0,0,0,0,1,0,0,0
2019,19,5,1,ELE-PLS13 ,8,1,4,0,0,0,0,1,0,0,1
2021,12,2,1,ELE-PLS13 ,6,0,4,0,0,0,0,1,0,0,1
2021,11,3,1,ELE-PLS13 ,6,0,4,0,0,0,0,1,0,0,1
2022,13,4,1,ELE-PLS13 ,5,1,4,0,0,0,0,1,0,0,1
2016,15,5,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2021,8,5,1,CIV-PLS13 ,7,1,2,0,1,0,0,0,0,0,0
2021,15,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,15,3,1,MEC-PLS13 ,6,0,1,0,0,0,1,0,0,0,0
2022,12,6,1,MEC-PLS13 ,6,1,1,0,0,0,1,0,0,0,0
2017,14,2,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2019,20,7,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,20,2,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2016,2,1,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2017,0,0,0,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2018,22,2,1,ELE-PLS13 ,3,1,1,0,0,0,0,1,0,0,0
2021,4,3,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,1
2021,7,4,1,CIV-PLS13 ,7,0,1,0,1,0,0,0,0,0,1
2022,15,2,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,1
2016,24,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,12,7,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2016,16,6,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,21,7,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2016,21,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2018,23,7,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2019,20,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,9,10,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,5,9,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,15,3,1,CIV-PLS13 ,7,1,2,0,1,0,0,0,0,0,0
2022,16,3,1,CIV-PLS13 ,6,1,2,0,1,0,0,0,0,0,0
2022,0,0,1,ELE-PLS13 ,5,0,5,0,0,0,0,1,0,0,1
2018,22,10,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2016,11,7,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2017,14,7,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2016,13,8,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,24,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2022,17,3,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2017,20,8,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2021,11,5,1,MCT-PLS13 ,7,1,2,0,0,0,0,0,1,0,0
2021,10,3,1,CGF-PLS13 ,6,1,5,1,0,0,0,0,0,0,0
2019,13,8,1,CIV-PLS13 ,7,1,1,0,1,0,0,0,0,0,0
2016,2,6,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2017,20,4,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2021,10,3,1,ELE-PLS13 ,4,1,5,0,0,0,0,1,0,0,0
2018,21,6,1,CIV-PLS13 ,5,0,1,0,1,0,0,0,0,0,0
2019,18,8,1,CIV-PLS13 ,2,1,1,0,1,0,0,0,0,0,0
2022,8,6,1,CIV-PLS13 ,7,0,4,0,1,0,0,0,0,0,0
2022,15,4,1,ECA-PLS13 ,6,1,2,0,0,0,0,0,0,1,0
2021,7,2,1,CIV-PLS13 ,7,0,4,0,1,0,0,0,0,0,0
2022,14,5,1,CIV-PLS13 ,7,1,4,0,1,0,0,0,0,0,0
2021,13,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,14,2,1,IND-PLS13 ,4,1,1,0,0,1,0,0,0,0,0
2017,22,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2016,10,8,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,11,2,1,CIV-PLS13 ,7,0,2,0,1,0,0,0,0,0,0
2019,13,5,1,CIV-PLS13 ,5,1,2,0,1,0,0,0,0,0,0
2016,11,7,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,14,8,1,ECA-PLS13 ,5,1,1,0,0,0,0,0,0,1,0
2018,18,5,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,15,0,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,0
2021,17,6,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2021,7,6,1,ELE-PLS13 ,6,0,2,0,0,0,0,1,0,0,0
2021,5,6,1,ELE-PLS13 ,6,0,2,0,0,0,0,1,0,0,0
2022,7,3,1,ELE-PLS13 ,6,1,2,0,0,0,0,1,0,0,0
2018,22,5,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,14,3,1,ECA-PLS13 ,5,1,1,0,0,0,0,0,0,1,0
2018,10,0,1,ELE-PLS13 ,5,0,1,0,0,0,0,1,0,0,1
2019,12,7,1,ELE-PLS13 ,4,1,1,0,0,0,0,1,0,0,1
2016,12,4,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2017,16,4,1,IND-PLS13 ,4,1,1,0,0,1,0,0,0,0,0
2018,15,2,1,IND-PLS13 ,5,1,1,0,0,1,0,0,0,0,0
2016,3,7,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2017,16,3,1,CIV-PLS13 ,5,1,3,0,1,0,0,0,0,0,0
2019,19,6,1,CIV-PLS13 ,4,1,3,0,1,0,0,0,0,0,0
2021,11,4,1,MEC-PLS13 ,5,0,3,0,0,0,1,0,0,0,0
2021,12,5,1,IND-PLS13 ,4,1,3,0,0,1,0,0,0,0,0
2021,14,8,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2021,10,8,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2022,13,7,1,CIV-PLS13 ,7,1,1,0,1,0,0,0,0,0,0
2016,14,0,0,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2021,14,0,1,IND-PLS13 ,5,0,3,0,0,1,0,0,0,0,1
2021,5,2,1,IND-PLS13 ,5,0,3,0,0,1,0,0,0,0,1
2022,9,4,1,IND-PLS13 ,5,0,3,0,0,1,0,0,0,0,1
2019,17,10,1,CGF-PLS13 ,5,1,1,1,0,0,0,0,0,0,0
2016,18,5,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2019,22,6,1,CIV-PLS13 ,5,1,1,0,1,0,0,0,0,0,0
2019,0,0,1,IND-PLS13 ,6,0,4,0,0,1,0,0,0,0,1
2019,23,9,1,CIV-PLS13 ,6,1,1,0,1,0,0,0,0,0,0
2019,24,7,1,ELE-PLS13 ,5,1,1,0,0,0,0,1,0,0,0
2019,18,6,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2017,20,5,1,CIV-PLS13 ,4,1,1,0,1,0,0,0,0,0,0
2016,10,4,0,ELE-PLS13 ,5,0,1,0,0,0,0,1,0,0,1
2017,19,2,1,CGF-PLS13 ,5,0,1,1,0,0,0,0,0,0,1
2018,0,6,0,CGF-PLS13 ,5,0,1,1,0,0,0,0,0,0,1
2019,14,1,0,CGF-PLS13 ,6,0,1,1,0,0,0,0,0,0,1
2021,21,4,1,MCT-PLS13 ,5,1,1,0,0,0,0,0,1,0,0
2022,15,0,1,CIV-PLS13 ,6,0,1,0,1,0,0,0,0,0,0
